
id,TransactionID,Date,CustomerID,PartNo,Quantity,Rate,TotalPrice,PartDescription,Category,Source,VehicleMake
21662,3102,13-12-2023,CUST-102,PN021662,18,4.75,85.5,UNIVERSAL JACK COVER,Others,Aftermarket,Toyota
21663,6684,03-12-2023,CUST-187,PN021663,1,13.3,13.3,FUEL PURIFICATION kit,Others,OEM,Toyota
21664,7388,03-06-2024,CUST-567,PN021664,19,8.38,159.22,FUEL PUMP,Others,OEM,Honda
21665,4009,06-04-2024,CUST-223,PN021665,1,19.41,19.41,LINKS,Others,Aftermarket,Generic
21666,5304,16-11-2023,CUST-584,PN021666,18,22.8,410.4,CLUTCH DISK,Others,Aftermarket,Honda
21667,7408,14-11-2024,CUST-929,PN021667,14,25.8,361.2,RACK END,Others,Aftermarket,Nissan
21668,8597,09-03-2025,CUST-801,PN021668,10,7.6,76.0,SHOCK ABSORBER,Others,Aftermarket,Toyota
21669,5433,08-05-2024,CUST-297,PN021669,13,4.7,61.1,AXLE BOOT,Others,Aftermarket,Toyota
21670,4157,10-08-2024,CUST-850,PN021670,18,5.7,102.6,GAS KIT,Others,Source,Nissan
21671,5310,27-12-2024,CUST-489,PN021671,10,0.9,9.0,CLUTCH ASSEMBLY,Others,Aftermarket,Toyota
21672,6877,25-02-2025,CUST-808,PN021672,1,7.64,7.64,THERMOSTAT,Others,OEM,Toyota
21673,7937,10-04-2024,CUST-698,PN021673,2,12.0,24.0,AXLE BOOT,Others,OEM,Toyota
21674,1116,16-05-2025,CUST-470,PN021674,3,13.59,40.77,OIL SEAL,Others,OEM,Mitsubishi
21675,2159,11-02-2024,CUST-160,PN021675,13,5.7,74.1,CLUTCH DISK,Others,Aftermarket,Honda
21676,6281,03-04-2025,CUST-574,PN021676,12,7.6,91.2,TIMING BELT,Others,Source,VehicleMake
21677,2220,05-08-2025,CUST-945,PN021677,5,2.3,11.5,POWER STEERING KIT,Others,Aftermarket,Toyota
21678,4405,25-02-2025,CUST-202,PN021678,2,24.7,49.4,SPARK PLUG,Others,Aftermarket,Toyota
21679,9542,10-04-2025,CUST-740,PN021679,14,1.9,26.6,PETROLS GASKET,Others,OEM,Mitsubishi
21680,7481,01-09-2024,CUST-140,PN021680,2,5.51,11.02,AIR FILTER,Others,Aftermarket,Nissan
21681,6623,03-08-2024,CUST-522,PN021681,14,8.5,119.0,OIL SEAL,Others,Source,Toyota
21682,2221,21-09-2024,CUST-930,PN021682,5,3.3,16.5,PISTON,Others,OEM,Generic
21683,3527,15-02-2024,CUST-482,PN021683,9,22.8,205.2,PISTON RING,Others,Source,Nissan
21684,6213,24-03-2025,CUST-121,PN021684,8,11.9,95.2,TIMING BELT,Others,OEM,Toyota
21685,6926,03-03-2025,CUST-524,PN021685,18,13.3,239.4,LINKS,Others,Aftermarket,Honda
21686,6723,08-08-2025,CUST-461,PN021686,7,7.13,49.91,VENTILATION VALVE,Others,Aftermarket,Generic
21687,1708,23-12-2024,CUST-793,PN021687,11,20.1,221.1,GROMMET,Others,Aftermarket,Toyota
21688,2461,05-07-2024,CUST-796,PN021688,12,2.3,27.6,BELT,Others,Source,Generic
21689,4619,05-05-2024,CUST-171,PN021689,18,4.7,84.6,COOLANT,Others,OEM,Nissan
21690,4472,12-04-2024,CUST-518,PN021690,4,13.8,55.2,LOWER ARM BUSH,Others,OEM,VehicleMake
21691,4525,08-05-2024,CUST-838,PN021691,13,6.61,85.93,GEAR FILTER ,Others,Aftermarket,Mitsubishi
21692,6806,20-01-2025,CUST-607,PN021692,12,8.5,102.0,FUEL FILTER,Others,OEM,Toyota
21693,8959,08-09-2023,CUST-367,PN021693,13,2.3,29.9,CLUTCH ASSEMBLY,Others,Aftermarket,VehicleMake
21694,7430,21-11-2023,CUST-694,PN021694,10,14.2,142.0,STEERING DAMPER,Others,Aftermarket,Toyota
21695,6960,04-06-2024,CUST-480,PN021695,12,2.3,27.6,POWER STEERING HOSE,Others,OEM,Honda
21696,9776,26-05-2024,CUST-141,PN021696,17,28.5,484.5,air filter,Others,Aftermarket,Toyota
21697,9471,12-11-2023,CUST-307,PN021697,20,3.8,76.0,GAS KIT,Others,Aftermarket,Honda
21698,9165,27-01-2024,CUST-466,PN021698,5,12.3,61.5,GROMMET,Others,OEM,Generic
21699,8507,25-12-2024,CUST-554,PN021699,7,5.2,36.4,SHOCK ABSORBER,Others,OEM,Toyota
21700,8309,28-01-2024,CUST-206,PN021700,5,4.69,23.45,BALL JOINT,Others,OEM,Mitsubishi
21701,8623,24-10-2023,CUST-956,PN021701,12,14.28,171.36,LOWER ARM,Others,OEM,Toyota
21702,3263,01-02-2024,CUST-790,PN021702,7,20.1,140.7,WEATHER STRIP,Others,Aftermarket,Toyota
21703,3317,07-07-2025,CUST-299,PN021703,8,2.3,18.4,BRAKE PAD,Others,Aftermarket,Generic
21704,9411,23-10-2023,CUST-566,PN021704,2,4.69,9.38,BALL JOINT,Others,Aftermarket,Nissan
21705,2157,11-07-2025,CUST-987,PN021705,3,20.1,60.3,SHOCK ABSORBER,Others,Aftermarket,Generic
21706,1929,18-01-2024,CUST-441,PN021706,14,8.0,112.0,FUEL FILTER,Others,OEM,Honda
21707,9516,22-10-2023,CUST-584,PN021707,2,9.0,18.0,Brake pad,Others,Aftermarket,Generic
21708,6233,28-08-2023,CUST-893,PN021708,14,5.2,72.8,GUM HOSE,Others,Aftermarket,Toyota
21709,3423,10-05-2025,CUST-104,PN021709,4,13.37,53.48,TIEROD END,Others,OEM,Generic
21710,2913,09-09-2024,CUST-674,PN021710,20,10.48,209.6,LINKS,Others,Aftermarket,Toyota
21711,3650,09-07-2025,CUST-217,PN021711,9,2.3,20.7,COOLANT,Others,OEM,Generic
21712,9087,19-07-2025,CUST-885,PN021712,19,8.0,152.0,CLUTCH COVER,Others,Aftermarket,Toyota
21713,8291,04-10-2024,CUST-749,PN021713,5,24.7,123.5,WATER PUMP,Others,Aftermarket,Toyota
21714,3450,15-07-2025,CUST-103,PN021714,5,25.8,129.0,MAIN COMPRESSOR KIT,Others,Aftermarket,Toyota
21715,8975,15-06-2024,CUST-382,PN021715,20,14.0,280.0,SHOCK ABSORBER,Others,OEM,Toyota
21716,8195,05-09-2024,CUST-568,PN021716,16,17.9,286.4,LINK ROD,Others,OEM,Mitsubishi
21717,6255,04-05-2025,CUST-120,PN021717,20,5.2,104.0,LINK ROD,Others,OEM,Toyota
21718,7567,22-03-2024,CUST-546,PN021718,3,12.8,38.4,VENTILATION VALVE,Others,OEM,Generic
21719,9042,13-06-2025,CUST-399,PN021719,14,6.58,92.12,THRUST WASher,Others,OEM,Toyota
21720,9858,12-03-2025,CUST-364,PN021720,15,1.9,28.5,UNIVERSAL JOINT,Others,OEM,Toyota
21721,4856,09-11-2023,CUST-127,PN021721,12,9.53,114.36,LINK ROD,Others,Source,Toyota
21722,1958,08-05-2024,CUST-945,PN021722,13,22.8,296.4,LINK ROD,Others,OEM,Nissan
21723,3183,24-02-2024,CUST-299,PN021723,15,3.3,49.5,SPARK PLUG,Others,Aftermarket,Nissan
21724,6702,08-04-2025,CUST-218,PN021724,8,4.31,34.48,PISTON RING,Others,Aftermarket,Toyota
21725,6750,11-07-2024,CUST-694,PN021725,6,5.2,31.2,CLUTCH DISK,Others,OEM,Toyota
21726,6711,23-04-2025,CUST-510,PN021726,14,7.83,109.62,SHOCK ABSORBER,Others,Aftermarket,Generic
21727,5885,24-03-2025,CUST-172,PN021727,2,1.9,3.8,UNIVERSAL JACK COVER,Others,OEM,Toyota
21728,9642,16-05-2024,CUST-148,PN021728,17,13.8,234.6,CLUTCH ASSEMBLY,Others,Aftermarket,VehicleMake
21729,7206,28-03-2025,CUST-706,PN021729,1,20.1,20.1,POWERTRAIN KIT,Others,OEM,Mitsubishi
21730,5493,17-02-2024,CUST-619,PN021730,13,2.8,36.4,OIL SEAL,Others,OEM,Toyota
21731,4775,15-08-2025,CUST-153,PN021731,4,11.9,47.6,SPARK PLUG,Others,OEM,VehicleMake
21732,4453,06-12-2023,CUST-564,PN021732,9,7.6,68.4,GROMMET,Others,OEM,Toyota
21733,7236,29-10-2024,CUST-117,PN021733,15,5.2,78.0,brake shoe,Others,Aftermarket,Honda
21734,6293,18-01-2024,CUST-165,PN021734,8,12.8,102.4,BELT,Others,Source,Toyota
21735,4487,12-11-2023,CUST-452,PN021735,8,5.7,45.6,LOWER ARM,Others,Aftermarket,Mitsubishi
21736,5148,07-04-2024,CUST-278,PN021736,20,11.12,222.4,WATER PUMP,Others,Source,Toyota
21737,3406,12-12-2023,CUST-983,PN021737,10,16.75,167.5,STEERING DAMPER,Others,Source,Honda
21738,9156,14-03-2024,CUST-105,PN021738,14,8.7,121.8,FUEL PUMP,Others,OEM,VehicleMake
21739,7247,31-10-2024,CUST-492,PN021739,18,8.69,156.42,BRAKE PAD,Others,OEM,Toyota
21740,7192,29-05-2024,CUST-474,PN021740,8,3.4,27.2,ENGMATE,Others,OEM,Nissan
21741,2667,08-10-2023,CUST-623,PN021741,17,9.0,153.0,BALL JOINT,Others,OEM,Generic
21742,6953,26-06-2024,CUST-302,PN021742,1,2.73,2.73,BELT TENSIONER,Others,Source,Honda
21743,3288,15-01-2025,CUST-764,PN021743,15,14.2,213.0,ENGMATE,Others,OEM,VehicleMake
21744,4591,17-03-2024,CUST-248,PN021744,18,4.32,77.76,AIR FILTER,Others,OEM,Toyota
21745,6130,30-10-2023,CUST-979,PN021745,6,11.81,70.86,TRANSAXLE GASKET,Others,Source,Honda
21746,4771,20-02-2024,CUST-813,PN021746,11,11.9,130.9,WATER PUMP,Others,Aftermarket,Nissan
21747,3460,20-10-2023,CUST-523,PN021747,14,20.1,281.4,GASKET KIT,Others,Source,Nissan
21748,3917,01-06-2025,CUST-292,PN021748,10,3.11,31.1,BRAKE PAD,Others,Source,Generic
21749,4600,22-11-2023,CUST-986,PN021749,16,16.26,260.16,SPARK PLUG,Others,Aftermarket,VehicleMake
21750,8128,26-03-2025,CUST-540,PN021750,5,4.41,22.05,air filter,Others,OEM,Toyota
21751,8277,17-05-2025,CUST-333,PN021751,17,3.33,56.61,TIEROD END,Others,OEM,Honda
21752,3651,12-05-2024,CUST-161,PN021752,9,4.7,42.3,CLUTCH DISK,Others,Aftermarket,Toyota
21753,9996,30-09-2023,CUST-382,PN021753,16,36.1,577.6,CON ROD BEARING,Others,Aftermarket,Generic
21754,7777,19-08-2025,CUST-499,PN021754,18,13.39,241.02,MAIN BEARING,Others,OEM,Toyota
21755,8500,10-12-2023,CUST-654,PN021755,18,16.75,301.5,THRUST WASher,Others,OEM,Honda
21756,6967,02-12-2024,CUST-232,PN021756,7,7.6,53.2,AIR FILTER,Others,OEM,Toyota
21757,5201,11-02-2025,CUST-774,PN021757,2,12.8,25.6,PISTON,Others,OEM,Toyota
21758,4575,15-04-2025,CUST-784,PN021758,20,12.3,246.0,THERMOSTAT GASKET,Others,Aftermarket,Toyota
21759,4273,17-07-2024,CUST-171,PN021759,10,18.91,189.1,air filter,Others,Aftermarket,Toyota
21760,8339,30-11-2024,CUST-153,PN021760,11,13.8,151.8,LUBRICANT,Others,OEM,Mitsubishi
21761,2321,02-09-2023,CUST-891,PN021761,13,6.95,90.35,FUEL FILTER,Others,Aftermarket,Mitsubishi
21762,2423,15-08-2025,CUST-275,PN021762,19,3.8,72.2,GROMMET,Others,Aftermarket,Toyota
21763,4858,27-04-2024,CUST-228,PN021763,7,14.2,99.4,GROMMET,Others,Aftermarket,Honda
21764,8753,08-11-2023,CUST-294,PN021764,6,12.17,73.02,POWER STEERING KIT,Others,Aftermarket,Generic
21765,8606,20-02-2025,CUST-752,PN021765,15,12.79,191.85,GROMMET,Others,Aftermarket,Nissan
21766,5538,04-08-2025,CUST-642,PN021766,6,1.4,8.4,LUBRICANT,Others,Aftermarket,Mitsubishi
21767,4763,12-01-2025,CUST-308,PN021767,13,9.0,117.0,PISTON RING,Others,OEM,Toyota
21768,1271,04-06-2024,CUST-375,PN021768,15,6.1,91.5,SHAKE HOSE,Others,Aftermarket,VehicleMake
21769,3590,25-05-2025,CUST-335,PN021769,1,2.3,2.3,PISTON RING,Others,Aftermarket,Toyota
21770,9297,03-08-2025,CUST-975,PN021770,2,8.2,16.4,PCV VALVE,Others,Aftermarket,Nissan
21771,8204,19-05-2024,CUST-370,PN021771,13,12.16,158.08,GEAR GASKET,Others,OEM,Honda
21772,4682,05-12-2024,CUST-157,PN021772,17,18.15,308.55,WEATHER STRIP,Others,Source,Nissan
21773,1879,30-09-2023,CUST-143,PN021773,11,1.1,12.1,STEERING BOOT,Others,Aftermarket,Mitsubishi
21774,3455,25-07-2024,CUST-994,PN021774,20,2.55,51.0,THERMOSTAT,Others,OEM,Honda
21775,7760,21-09-2023,CUST-926,PN021775,2,0.9,1.8,SHOCK ABSORBER,Others,Aftermarket,Nissan
21776,7133,28-06-2025,CUST-954,PN021776,13,24.7,321.1,GROMMET,Others,OEM,Toyota
21777,1564,28-08-2023,CUST-129,PN021777,16,10.65,170.4,TIEROD END,Others,Aftermarket,Toyota
21778,5449,22-08-2024,CUST-498,PN021778,7,20.1,140.7,TIEROD END,Others,Aftermarket,Toyota
21779,5135,06-01-2024,CUST-816,PN021779,14,18.36,257.04,BALL JOINT,Others,Aftermarket,Toyota
21780,8362,26-10-2023,CUST-127,PN021780,16,25.8,412.8,GEAR GASKET,Others,Aftermarket,Toyota
21781,3505,09-03-2024,CUST-989,PN021781,20,8.63,172.6,GROMMET,Others,Source,Generic
21782,5629,11-12-2023,CUST-380,PN021782,8,30.2,241.6,WEATHER STRIP,Others,OEM,Mitsubishi
21783,7567,02-03-2025,CUST-884,PN021783,9,19.88,178.92,WATER PUMP,Others,OEM,VehicleMake
21784,9676,15-12-2023,CUST-328,PN021784,13,3.4,44.2,CLUTCH DISK,Others,Aftermarket,VehicleMake
21785,7379,25-04-2025,CUST-811,PN021785,12,10.72,128.64,CLUTCH ASSEMBLY,Others,Aftermarket,Toyota
21786,7239,29-05-2024,CUST-264,PN021786,7,8.16,57.12,"BELT','Generic",Others,Aftermarket,Toyota
21787,9521,26-03-2024,CUST-397,PN021787,12,11.9,142.8,BRAKE PAD,Others,Aftermarket,Toyota
21788,1773,15-08-2024,CUST-315,PN021788,2,3.4,6.8,BRAKE PAD,Others,Aftermarket,Mitsubishi
21789,4925,06-10-2024,CUST-406,PN021789,18,11.9,214.2,CLUTCH DISK,Others,Aftermarket,Nissan
21790,2909,22-07-2025,CUST-960,PN021790,11,2.3,25.3,BRAKE PAD,Others,OEM,Toyota
21791,4071,06-11-2024,CUST-460,PN021791,3,25.8,77.4,RACK END,Others,OEM,Toyota
21792,9687,18-09-2024,CUST-906,PN021792,4,8.56,34.24,BRAKE PAD,Others,Aftermarket,Nissan
21793,6539,04-01-2024,CUST-810,PN021793,1,4.7,4.7,CON ROD BEARING,Others,Aftermarket,Honda
21794,4489,29-06-2024,CUST-590,PN021794,10,45.0,450.0,FUEL FILTER,Others,Aftermarket,Honda
21795,2129,25-09-2023,CUST-688,PN021795,11,3.33,36.63,OIL FILTER,Others,Aftermarket,Mitsubishi
21796,2722,20-03-2024,CUST-648,PN021796,4,13.3,53.2,LUBRICANT,Others,Aftermarket,Generic
21797,8453,23-03-2025,CUST-430,PN021797,9,3.79,34.11,GAS KIT,Others,OEM,Nissan
21798,9456,13-09-2023,CUST-513,PN021798,15,17.1,256.5,GEAR GASKET,Others,OEM,Nissan
21799,8644,31-08-2023,CUST-199,PN021799,20,8.5,170.0,TIMING BELT,Others,Source,VehicleMake
21800,1204,10-02-2024,CUST-992,PN021800,10,45.0,450.0,WEATHER STRIP,Others,OEM,Honda
21801,6242,22-11-2024,CUST-206,PN021801,17,3.8,64.6,CLUTCHDISK,Others,Aftermarket,Nissan
21802,4903,28-05-2025,CUST-205,PN021802,9,18.39,165.51,TIMING BELT,Others,Aftermarket,Toyota
21803,5927,14-06-2024,CUST-901,PN021803,10,5.7,57.0,TIMING BELT,Others,OEM,Mitsubishi
21804,3134,02-05-2025,CUST-878,PN021804,8,16.89,135.12,CLUTCH ASSEMBLY,Others,Aftermarket,Toyota
21805,7469,22-10-2023,CUST-382,PN021805,14,19.97,279.58,CLUTCH DISK,Others,Aftermarket,Toyota
21806,7395,31-12-2024,CUST-570,PN021806,13,15.7,204.1,UNIVERSAL JOINT,Others,Aftermarket,Toyota
21807,3862,07-04-2025,CUST-787,PN021807,9,0.9,8.1,VACCUM HOSE,Others,Aftermarket,Generic
21808,5522,04-07-2025,CUST-587,PN021808,19,14.7,279.3,BELT,Others,Source,Toyota
21809,4118,23-01-2024,CUST-166,PN021809,2,36.1,72.2,MAIN BEARING,Others,Aftermarket,Toyota
21810,5856,27-10-2024,CUST-582,PN021810,8,3.33,26.64,GUM HOSE,Others,Aftermarket,Honda
21811,1434,22-10-2023,CUST-413,PN021811,4,7.16,28.64,WATER PUMP,Others,Aftermarket,Mitsubishi
21812,2233,15-04-2024,CUST-544,PN021812,6,2.3,13.8,WATER PUMP,Others,OEM,Nissan
21813,3137,11-02-2024,CUST-997,PN021813,13,7.87,102.31,MAIN BEARING,Others,OEM,Toyota
21814,4969,17-10-2024,CUST-286,PN021814,13,5.2,67.6,LINKS,Others,OEM,Generic
21815,6830,20-03-2024,CUST-544,PN021815,4,9.0,36.0,BELT,Others,OEM,Toyota
21816,4933,01-07-2025,CUST-734,PN021816,15,3.8,57.0,CHAIN TENSIONER,Others,OEM,Toyota
21817,9194,28-07-2024,CUST-620,PN021817,6,7.6,45.6,AXLE BOOT,Others,OEM,Toyota
21818,5572,26-09-2024,CUST-663,PN021818,14,6.1,85.4,THERMOSTAT GASKET,Others,Aftermarket,Toyota
21819,3313,08-07-2024,CUST-231,PN021819,11,25.8,283.8,BRAKE PAD,Others,Source,Toyota
21820,2449,17-11-2023,CUST-142,PN021820,18,2.3,41.4,STEERING BOOT,Others,Aftermarket,VehicleMake
21821,8154,15-06-2025,CUST-518,PN021821,14,7.1,99.4,GROMMET,Others,Aftermarket,Nissan
21822,1159,31-08-2023,CUST-440,PN021822,9,13.3,119.7,SHOCK ABSORBER,Others,OEM,Honda
21823,1378,16-08-2024,CUST-335,PN021823,13,2.3,29.9,UNIVERSAL JOINT,Others,Aftermarket,Toyota
21824,5441,30-10-2024,CUST-674,PN021824,3,6.77,20.31,BRAKE PAD,Others,OEM,Nissan
21825,6799,15-12-2023,CUST-608,PN021825,15,15.82,237.3,POWER STEERING HOSE,Others,OEM,Nissan
21826,3697,10-03-2025,CUST-684,PN021826,13,6.1,79.3,SPARK PLUG,Others,Source,Generic
21827,4798,17-06-2025,CUST-802,PN021827,16,36.1,577.6,ENGINE MOUNTING,Others,Aftermarket,Nissan
21828,1402,02-09-2024,CUST-786,PN021828,4,18.49,73.96,VACCUM HOSE,Others,OEM,Generic
21829,3537,11-05-2025,CUST-873,PN021829,20,2.3,46.0,BELT,Others,Aftermarket,Generic
21830,3303,21-07-2024,CUST-576,PN021830,11,11.93,131.23,ENGINE INSULATOR,Others,Aftermarket,Generic
21831,2238,16-10-2024,CUST-540,PN021831,10,5.7,57.0,SHOCK ABSORBER,Others,Aftermarket,Toyota
21832,2991,09-04-2025,CUST-240,PN021832,15,15.68,235.2,SPARK PLUG,Others,Aftermarket,Toyota
21833,8646,26-04-2025,CUST-349,PN021833,5,9.0,45.0,LOWER ARM,Others,Source,Nissan
21834,7366,30-08-2023,CUST-295,PN021834,8,1.4,11.2,UNIVERSAL JOINT,Others,OEM,Nissan
21835,7992,10-10-2024,CUST-113,PN021835,17,12.8,217.6,CLUTCH ASSEMBLY,Others,Source,Honda
21836,4250,26-08-2024,CUST-107,PN021836,5,14.0,70.0,CHAIN TENSIONER,Others,OEM,Toyota
21837,8023,13-12-2023,CUST-508,PN021837,20,3.48,69.6,CLUTCH DISK,Others,Aftermarket,Toyota
21838,2607,11-06-2024,CUST-273,PN021838,4,11.9,47.6,WEATHER STRIP,Others,OEM,Honda
21839,1956,22-09-2024,CUST-627,PN021839,3,11.86,35.58,BALL JOINT,Others,Source,Toyota
21840,9661,08-12-2024,CUST-115,PN021840,15,14.2,213.0,POWER STEERING HOSE,Others,Aftermarket,Nissan
21841,1076,15-05-2024,CUST-671,PN021841,4,16.76,67.04,BRAKE PAD,Others,Source,Nissan
21842,8424,26-02-2024,CUST-424,PN021842,18,25.8,464.4,BELT,Others,OEM,Nissan
21843,9041,05-05-2025,CUST-109,PN021843,13,13.6,176.8,GROMMET,Others,Aftermarket,Toyota
21844,8737,20-03-2024,CUST-802,PN021844,3,13.8,41.4,PETROLLOGGLE,Others,OEM,Honda
21845,2917,13-05-2025,CUST-566,PN021845,8,2.8,22.4,GEAR GASKET,Others,Aftermarket,Nissan
21846,4818,13-01-2024,CUST-660,PN021846,2,3.4,6.8,SHOCK ABSORBER,Others,OEM,VehicleMake
21847,4109,18-12-2023,CUST-581,PN021847,4,3.4,13.6,AIR FILTER,Others,OEM,Toyota
21848,3079,31-01-2025,CUST-447,PN021848,12,3.33,39.96,PISTON,Others,Aftermarket,Toyota
21849,8938,22-08-2024,CUST-451,PN021849,14,2.3,32.2,FUEL PUMP,Others,Aftermarket,Nissan
21850,4185,04-01-2024,CUST-583,PN021850,10,2.3,23.0,CON ROD BEARING,Others,Aftermarket,Toyota
21851,3087,02-07-2024,CUST-498,PN021851,1,12.8,12.8,PISTON RING,Others,Aftermarket,Honda
21852,1572,02-11-2023,CUST-775,PN021852,4,6.0,24.0,THERMOSTAT GASKET,Others,OEM,Honda
21853,5376,04-12-2023,CUST-823,PN021853,2,20.1,40.2,SHOCK ABSORBER,Others,Aftermarket,Generic
21854,5966,11-06-2025,CUST-432,PN021854,12,8.0,96.0,SPARK PLUG,Others,Aftermarket,Nissan
21855,2286,23-07-2025,CUST-676,PN021855,11,36.1,397.1,OIL FILTER,Others,OEM,Toyota
21856,8078,17-10-2023,CUST-244,PN021856,17,11.41,193.97,VALVE COVER GASKET,Others,OEM,Toyota
21857,2811,09-08-2025,CUST-322,PN021857,2,2.3,4.6,SHOCK ABSORBER,Others,OEM,Toyota
21858,9713,31-05-2024,CUST-610,PN021858,17,15.25,259.25,CLUTCH DISK,Others,Aftermarket,Toyota
21859,4971,12-03-2024,CUST-951,PN021859,17,2.8,47.6,PISTON RING,Others,OEM,Toyota
21860,6223,05-10-2023,CUST-778,PN021860,4,8.51,34.04,SHOCK ABSORBER,Others,Aftermarket,Toyota
21861,9079,17-05-2024,CUST-759,PN021861,7,5.7,39.9,TIMING BELT,Others,Aftermarket,Toyota
21862,1792,04-11-2023,CUST-769,PN021862,10,1.1,11.0,LINK ROD,Others,Aftermarket,Nissan
21863,9257,23-11-2023,CUST-830,PN021863,15,5.2,78.0,VACCUM HOSE,Others,OEM,Toyota
21864,1639,07-12-2024,CUST-115,PN021864,3,6.01,18.03,MAIN BEARING,Others,Aftermarket,Nissan
21865,7164,12-04-2025,CUST-541,PN021865,15,13.71,205.65,THERMOSTAT,Others,OEM,Generic
21866,2125,03-05-2025,CUST-804,PN021866,3,18.5,55.5,BRAKE PAD,Others,OEM,Mitsubishi
21867,4236,05-01-2025,CUST-912,PN021867,19,2.3,43.7,TIMING BELT,Others,OEM,Toyota
21868,2415,19-09-2023,CUST-225,PN021868,11,5.7,62.7,air filter,Others,OEM,Generic
21869,1729,03-08-2025,CUST-976,PN021869,16,14.2,227.2,FUEL FILTER,Others,Source,Toyota
21870,3372,02-06-2024,CUST-430,PN021870,15,3.49,52.35,LUBRICANT,Others,OEM,Toyota
21871,2638,05-02-2024,CUST-841,PN021871,3,16.77,50.31,CHAIN TENSIONER,Others,OEM,Honda
21872,5080,09-04-2024,CUST-809,PN021872,20,9.0,180.0,VALVE COVER GASKET,Others,OEM,Toyota
21873,2993,04-04-2025,CUST-420,PN021873,10,3.4,34.0,SHAKE HOSE,Others,Aftermarket,Toyota
21874,3532,06-11-2023,CUST-744,PN021874,4,11.9,47.6,GEAR FILTER ,Others,Source,Honda
21875,7159,15-11-2023,CUST-249,PN021875,4,17.62,70.48,FUEL PUMP,Others,OEM,Generic
21876,8199,21-02-2025,CUST-860,PN021876,8,10.72,85.76,CHAIN TENSIONER,Others,OEM,Honda
21877,7145,22-04-2025,CUST-889,PN021877,4,4.37,17.48,SPARK PLUG,Others,Aftermarket,Honda
21878,4475,03-02-2024,CUST-222,PN021878,1,23.8,23.8,GASKET SEALANT,Others,Source,Toyota
21879,5840,16-12-2023,CUST-379,PN021879,7,1.9,13.3,BELT,Others,Aftermarket,Toyota
21880,4703,22-03-2025,CUST-449,PN021880,3,11.9,35.7,CLUTCH COVER,Others,Aftermarket,Generic
21881,9621,19-03-2025,CUST-930,PN021881,1,17.84,17.84,LOWER ARMS,Others,OEM,Honda
21882,9521,13-08-2024,CUST-363,PN021882,20,13.78,275.6,shock assembly,Others,Aftermarket,Generic
21883,1855,20-12-2024,CUST-285,PN021883,9,12.8,115.2,ENGMATE,Others,OEM,Generic
21884,3318,22-06-2024,CUST-882,PN021884,6,19.97,119.82,CLUTCHDISK,Others,OEM,Toyota
21885,7067,12-04-2024,CUST-614,PN021885,4,22.8,91.2,THRUST WASHER,Others,OEM,Toyota
21886,8776,05-03-2025,CUST-771,PN021886,17,18.3,311.1,SPARK PLUG,Others,Source,Honda
21887,9402,26-06-2025,CUST-260,PN021887,20,3.4,68.0,COOLANT,Others,OEM,Honda
21888,1363,29-10-2024,CUST-106,PN021888,18,6.01,108.18,BELT,Others,OEM,Toyota
21889,1087,31-03-2024,CUST-723,PN021889,20,11.9,238.0,CLUTCH DISK,Others,OEM,VehicleMake
21890,2573,28-06-2024,CUST-395,PN021890,14,8.5,119.0,GASKET KIT,Others,OEM,Honda
21891,6244,16-04-2025,CUST-809,PN021891,19,13.3,252.7,BALL JOINT,Others,Source,Mitsubishi
21892,8549,30-10-2023,CUST-310,PN021892,18,1.9,34.2,PETROLLOAR ,Others,OEM,VehicleMake
21893,8791,22-04-2025,CUST-302,PN021893,11,3.33,36.63,UNIVERSAL JACK COVER,Others,OEM,Mitsubishi
21894,9777,09-03-2024,CUST-529,PN021894,7,2.8,19.6,OIL SEAL,Others,OEM,Generic
21895,6570,21-07-2025,CUST-181,PN021895,1,5.2,5.2,THERMOSTAT,Others,OEM,Toyota
21896,4658,14-10-2023,CUST-221,PN021896,15,13.72,205.8,STEERING BOOT,Others,Aftermarket,Toyota
21897,7017,26-11-2024,CUST-130,PN021897,14,14.2,198.8,CON ROD BEARING(U),Others,OEM,Toyota
21898,5822,17-02-2025,CUST-638,PN021898,13,4.34,56.42,CLUTCH COVER,Others,OEM,Nissan
21899,7712,07-01-2025,CUST-318,PN021899,20,13.39,267.8,BELT TENSIONER,Others,OEM,Generic
21900,3471,10-02-2025,CUST-611,PN021900,15,12.3,184.5,air filter,Others,Aftermarket,Toyota
21901,6236,20-01-2025,CUST-559,PN021901,17,12.8,217.6,BRAKE PAD,Others,OEM,Toyota
21902,1824,18-09-2023,CUST-668,PN021902,17,25.8,438.6,RACK END,Others,Aftermarket,Toyota
21903,7913,25-06-2025,CUST-852,PN021903,20,1.1,22.0,VENTILATION VALVE,Others,Aftermarket,Honda
21904,8138,17-04-2024,CUST-660,PN021904,7,6.39,44.73,ENGINE MOUNTING,Others,Aftermarket,Mitsubishi
21905,3785,06-07-2024,CUST-352,PN021905,17,11.9,202.3,VACCUM HOSE,Others,Aftermarket,Toyota
21906,5635,20-04-2025,CUST-446,PN021906,8,10.48,83.84,WATER PUMP,Others,OEM,Mitsubishi
21907,6371,07-08-2025,CUST-506,PN021907,6,19.0,114.0,WEATHER STRIP,Others,Aftermarket,Toyota
21908,3775,05-08-2025,CUST-435,PN021908,17,13.8,234.6,RACK END,Others,OEM,Toyota
